AIS,Ano,Data,Hora,Dia da Semana,Gênero da Vítima,Idade da Vítima,Escolaridade da Vítima,Raça da Vítima
AIS 11,2021,05/01/2021,18,Terça,Feminino,13,Ensino Fundamental Incompleto,Parda
AIS 20,2021,05/01/2021,18,Terça,Feminino,59,Alfabetizado,Parda
AIS 19,2021,05/01/2021,19,Terça,Feminino,64,Alfabetizado,Parda
AIS 19,2021,05/01/2021,19,Terça,Feminino,30,Ensino Fundamental Incompleto,Não Informada
AIS 19,2021,05/01/2021,20,Terça,Feminino,40,Ensino Médio Completo,Parda
AIS 11,2021,05/01/2021,21,Terça,Feminino,38,Ensino Médio Completo,Não Informada
AIS 05,2021,05/01/2021,21,Terça,Feminino,44,Ensino Fundamental Incompleto,Não Informada
AIS 07,2021,05/01/2021,21,Terça,Feminino,47,Superior Completo,Não Informada
AIS 21,2021,05/01/2021,21,Terça,Feminino,39,Ensino Fundamental Incompleto,Não Informada
AIS 23,2021,05/01/2021,21,Terça,Feminino,51,Alfabetizado,Não Informada
AIS 14,2021,05/01/2021,21,Terça,Feminino,44,Ensino Médio Completo,Não Informada
AIS 03,2021,05/01/2021,22,Terça,Feminino,24,Ensino Fundamental Incompleto,Não Informada
AIS 09,2021,05/01/2021,22,Terça,Feminino,49,Ensino Fundamental Incompleto,Não Informada
AIS 03,2021,05/01/2021,22,Terça,Feminino,24,Não Informada,Não Informada
AIS 05,2021,05/01/2021,22,Terça,Feminino,31,Superior Incompleto,Não Informada
AIS 23,2021,05/01/2021,22,Terça,Feminino,55,Alfabetizado,Parda
AIS 15,2021,05/01/2021,23,Terça,Feminino,36,Alfabetizado,Não Informada
AIS 14,2021,06/01/2021,0,Quarta,Feminino,Não Informada,Não Alfabetizado,Não Informada
AIS 06,2021,06/01/2021,1,Quarta,Feminino,44,Alfabetizado,Preta
AIS 18,2021,06/01/2021,1,Quarta,Feminino,52,Ensino Médio Completo,Não Informada
AIS 23,2021,06/01/2021,3,Quarta,Feminino,46,Alfabetizado,Não Informada
AIS 11,2021,06/01/2021,4,Quarta,Feminino,43,Ensino Fundamental Incompleto,Preta
AIS 06,2021,06/01/2021,5,Quarta,Feminino,44,Superior Completo,Não Informada
AIS 21,2021,06/01/2021,6,Quarta,Feminino,35,Ensino Médio Completo,Branca
AIS 02,2021,06/01/2021,7,Quarta,Feminino,28,Ensino Médio Completo,Não Informada
AIS 18,2021,06/01/2021,8,Quarta,Feminino,33,Alfabetizado,Não Informada
AIS 19,2021,06/01/2021,8,Quarta,Feminino,27,Ensino Fundamental Incompleto,Não Informada
AIS 14,2021,06/01/2021,8,Quarta,Feminino,71,Superior Completo,Não Informada
AIS 11,2021,06/01/2021,9,Quarta,Feminino,74,Ensino Fundamental Completo,Não Informada
AIS 04,2021,06/01/2021,9,Quarta,Feminino,23,Ensino Fundamental Incompleto,Não Informada
AIS 20,2021,06/01/2021,9,Quarta,Feminino,26,Ensino Fundamental Incompleto,Parda
AIS 19,2021,06/01/2021,10,Quarta,Feminino,41,Alfabetizado,Parda
AIS 18,2021,06/01/2021,12,Quarta,Feminino,24,Não Informada,Não Informada
AIS 05,2021,06/01/2021,13,Quarta,Feminino,Não Informada,Superior Completo,Branca
AIS 23,2021,06/01/2021,13,Quarta,Feminino,37,Ensino Fundamental Incompleto,Não Informada
AIS 23,2021,06/01/2021,13,Quarta,Feminino,12,Alfabetizado,Parda
AIS 23,2021,06/01/2021,13,Quarta,Feminino,13,Alfabetizado,Parda
AIS 05,2021,06/01/2021,15,Quarta,Feminino,49,Não Alfabetizado,Não Informada
AIS 01,2021,06/01/2021,15,Quarta,Feminino,35,Não Informada,Não Informada
AIS 12,2021,06/01/2021,15,Quarta,Feminino,45,Alfabetizado,Não Informada
AIS 16,2021,06/01/2021,15,Quarta,Feminino,29,Ensino Fundamental Completo,Parda
AIS 24,2021,06/01/2021,15,Quarta,Feminino,38,Ensino Médio Completo,Não Informada
AIS 03,2021,06/01/2021,16,Quarta,Feminino,38,Ensino Médio Incompleto,Parda
AIS 19,2021,06/01/2021,17,Quarta,Feminino,41,Alfabetizado,Parda
AIS 19,2021,06/01/2021,17,Quarta,Feminino,53,Superior Incompleto,Parda
AIS 19,2021,06/01/2021,17,Quarta,Feminino,44,Ensino Fundamental Completo,Não Informada
AIS 11,2021,06/01/2021,18,Quarta,Feminino,41,Alfabetizado,Preta
AIS 19,2021,06/01/2021,18,Quarta,Feminino,23,Ensino Médio Completo,Não Informada
AIS 21,2021,06/01/2021,18,Quarta,Feminino,67,Alfabetizado,Não Informada
AIS 15,2021,06/01/2021,19,Quarta,Feminino,41,Ensino Médio Incompleto,Parda
AIS 18,2021,06/01/2021,19,Quarta,Feminino,33,Alfabetizado,Não Informada
AIS 16,2021,06/01/2021,19,Quarta,Feminino,75,Não Alfabetizado,Não Informada
AIS 19,2021,06/01/2021,19,Quarta,Feminino,30,Ensino Fundamental Incompleto,Parda
AIS 19,2021,06/01/2021,20,Quarta,Feminino,45,Alfabetizado,Parda
AIS 14,2021,06/01/2021,20,Quarta,Feminino,33,Ensino Médio Completo,Branca
AIS 22,2021,06/01/2021,20,Quarta,Feminino,42,Alfabetizado,Não Informada
AIS 23,2021,06/01/2021,21,Quarta,Feminino,23,Alfabetizado,Não Informada
AIS 05,2021,06/01/2021,22,Quarta,Feminino,31,Superior Incompleto,Não Informada
AIS 17,2021,06/01/2021,22,Quarta,Feminino,26,Alfabetizado,Não Informada
AIS Não Identificada (Fortaleza),2021,06/01/2021,22,Quarta,Feminino,38,Alfabetizado,Não Informada
AIS 06,2021,06/01/2021,22,Quarta,Feminino,42,Superior Incompleto,Não Informada
AIS 17,2021,06/01/2021,23,Quarta,Feminino,35,Alfabetizado,Não Informada
AIS 03,2021,06/01/2021,23,Quarta,Feminino,45,Ensino Fundamental Completo,Não Informada
AIS 19,2021,07/01/2021,0,Quinta,Feminino,38,Ensino Fundamental Completo,Branca
AIS 07,2021,07/01/2021,5,Quinta,Feminino,36,Ensino Fundamental Completo,Não Informada
AIS 19,2021,07/01/2021,6,Quinta,Feminino,31,Ensino Fundamental Incompleto,Branca
AIS 19,2021,07/01/2021,7,Quinta,Feminino,25,Ensino Médio Completo,Não Informada
AIS 14,2021,07/01/2021,8,Quinta,Feminino,14,Não Informada,Parda
AIS 14,2021,07/01/2021,8,Quinta,Feminino,14,Ensino Fundamental Completo,Branca
AIS 19,2021,07/01/2021,8,Quinta,Feminino,43,Alfabetizado,Não Informada
AIS 12,2021,07/01/2021,8,Quinta,Feminino,39,Alfabetizado,Parda
AIS 06,2021,07/01/2021,8,Quinta,Feminino,34,Superior Incompleto,Branca
AIS 14,2021,07/01/2021,8,Quinta,Feminino,23,Alfabetizado,Amarela
AIS 12,2021,07/01/2021,9,Quinta,Feminino,49,Não Informada,Não Informada
AIS 06,2021,07/01/2021,10,Quinta,Feminino,41,Ensino Médio Completo,Não Informada
AIS Não Identificada (Fortaleza),2021,07/01/2021,10,Quinta,Feminino,25,Ensino Médio Completo,Não Informada
AIS 19,2021,07/01/2021,10,Quinta,Feminino,58,Não Informada,Preta
AIS 12,2021,07/01/2021,10,Quinta,Feminino,25,Ensino Fundamental Incompleto,Parda
AIS 21,2021,07/01/2021,10,Quinta,Feminino,58,Alfabetizado,Não Informada
AIS 02,2021,07/01/2021,11,Quinta,Feminino,30,Ensino Fundamental Completo,Parda
AIS 12,2021,07/01/2021,11,Quinta,Feminino,31,Ensino Médio Completo,Não Informada
AIS 12,2021,07/01/2021,12,Quinta,Feminino,19,Alfabetizado,Não Informada
AIS 16,2021,07/01/2021,13,Quinta,Feminino,35,Alfabetizado,Não Informada
AIS Não Identificada (Fortaleza),2021,07/01/2021,15,Quinta,Feminino,36,Ensino Fundamental Completo,Não Informada
AIS 06,2021,07/01/2021,15,Quinta,Feminino,46,Alfabetizado,Não Informada
AIS 10,2021,07/01/2021,15,Quinta,Feminino,25,Ensino Fundamental Completo,Parda
AIS 16,2021,07/01/2021,15,Quinta,Feminino,64,Não Alfabetizado,Parda
AIS 05,2021,07/01/2021,16,Quinta,Feminino,30,Ensino Médio Completo,Não Informada
AIS 04,2021,07/01/2021,16,Quinta,Feminino,46,Ensino Fundamental Completo,Não Informada
AIS 12,2021,07/01/2021,16,Quinta,Feminino,47,Superior Completo,Não Informada
AIS 14,2021,07/01/2021,16,Quinta,Feminino,52,Não Alfabetizado,Não Informada
AIS 12,2021,07/01/2021,16,Quinta,Feminino,32,Ensino Médio Completo,Parda
AIS 09,2021,07/01/2021,16,Quinta,Feminino,37,Superior Incompleto,Branca
AIS 19,2021,07/01/2021,17,Quinta,Feminino,18,Ensino Fundamental Completo,Não Informada
AIS 14,2021,07/01/2021,17,Quinta,Feminino,46,Ensino Médio Completo,Não Informada
AIS 06,2021,07/01/2021,18,Quinta,Feminino,22,Ensino Médio Completo,Não Informada
AIS 20,2021,07/01/2021,18,Quinta,Feminino,41,Não Alfabetizado,Não Informada
AIS 21,2021,07/01/2021,19,Quinta,Feminino,35,Ensino Fundamental Completo,Não Informada
AIS 17,2021,07/01/2021,19,Quinta,Feminino,52,Ensino Médio Completo,Não Informada
AIS 07,2021,07/01/2021,20,Quinta,Feminino,52,Superior Incompleto,Parda
AIS 17,2021,07/01/2021,20,Quinta,Feminino,44,Ensino Fundamental Completo,Parda
AIS 20,2021,07/01/2021,20,Quinta,Feminino,23,Alfabetizado,Não Informada
AIS 04,2021,07/01/2021,21,Quinta,Feminino,27,Não Informada,Não Informada
AIS 15,2021,07/01/2021,21,Quinta,Feminino,26,Ensino Médio Completo,Não Informada
AIS 05,2021,07/01/2021,22,Quinta,Feminino,46,Superior Completo,Não Informada
AIS 02,2021,07/01/2021,22,Quinta,Feminino,25,Ensino Fundamental Completo,Não Informada
AIS 19,2021,07/01/2021,23,Quinta,Feminino,36,Ensino Médio Incompleto,Não Informada
AIS 14,2021,07/01/2021,23,Quinta,Feminino,30,Alfabetizado,Não Informada
AIS 04,2021,08/01/2021,1,Sexta,Feminino,34,Ensino Médio Completo,Não Informada
AIS 11,2021,08/01/2021,1,Sexta,Feminino,30,Ensino Médio Incompleto,Não Informada
AIS 19,2021,08/01/2021,1,Sexta,Feminino,33,Ensino Médio Incompleto,Branca
AIS 05,2021,08/01/2021,1,Sexta,Feminino,16,Alfabetizado,Parda
AIS 15,2021,08/01/2021,2,Sexta,Feminino,61,Superior Incompleto,Não Informada
AIS 23,2021,08/01/2021,2,Sexta,Feminino,38,Ensino Médio Completo,Parda
AIS 11,2021,08/01/2021,4,Sexta,Feminino,43,Ensino Médio Incompleto,Não Informada
AIS 11,2021,08/01/2021,4,Sexta,Feminino,43,Ensino Médio Incompleto,Não Informada
AIS 01,2021,08/01/2021,7,Sexta,Feminino,35,Ensino Fundamental Incompleto,Não Informada
AIS 03,2021,08/01/2021,7,Sexta,Feminino,25,Ensino Médio Completo,Não Informada
AIS 06,2021,08/01/2021,8,Sexta,Feminino,6,Não Informada,Parda
AIS 19,2021,08/01/2021,8,Sexta,Feminino,31,Alfabetizado,Não Informada
AIS 12,2021,08/01/2021,8,Sexta,Feminino,42,Ensino Médio Completo,Não Informada
AIS 20,2021,08/01/2021,8,Sexta,Feminino,23,Ensino Médio Incompleto,Não Informada
AIS 02,2021,08/01/2021,8,Sexta,Feminino,43,Ensino Médio Incompleto,Não Informada
AIS 12,2021,08/01/2021,10,Sexta,Feminino,13,Não Informada,Não Informada
AIS 16,2021,08/01/2021,10,Sexta,Feminino,45,Alfabetizado,Não Informada
AIS 02,2021,08/01/2021,11,Sexta,Feminino,58,Ensino Médio Incompleto,Não Informada
AIS 14,2021,08/01/2021,12,Sexta,Feminino,46,Ensino Médio Completo,Não Informada
AIS 17,2021,08/01/2021,13,Sexta,Feminino,54,Superior Completo,Parda
AIS 04,2021,08/01/2021,13,Sexta,Feminino,29,Superior Completo,Não Informada
AIS 14,2021,08/01/2021,14,Sexta,Feminino,34,Não Informada,Parda
AIS 02,2021,08/01/2021,14,Sexta,Feminino,20,Ensino Fundamental Incompleto,Não Informada
AIS 11,2021,08/01/2021,15,Sexta,Feminino,26,Ensino Médio Incompleto,Não Informada
AIS 07,2021,08/01/2021,15,Sexta,Feminino,29,Ensino Médio Incompleto,Branca
AIS 24,2021,08/01/2021,16,Sexta,Feminino,27,Ensino Médio Completo,Não Informada
AIS 04,2021,08/01/2021,16,Sexta,Feminino,37,Ensino Médio Completo,Não Informada
AIS 03,2021,08/01/2021,16,Sexta,Feminino,52,Ensino Médio Completo,Não Informada
AIS 03,2021,08/01/2021,16,Sexta,Feminino,25,Superior Incompleto,Parda
AIS 22,2021,08/01/2021,16,Sexta,Feminino,30,Alfabetizado,Branca
AIS 03,2021,08/01/2021,16,Sexta,Feminino,38,Superior Completo,Não Informada
AIS 12,2021,08/01/2021,16,Sexta,Feminino,56,Não Informada,Não Informada
AIS 18,2021,08/01/2021,16,Sexta,Feminino,40,Não Informada,Não Informada
AIS 02,2021,08/01/2021,17,Sexta,Feminino,79,Ensino Fundamental Completo,Não Informada
AIS 02,2021,08/01/2021,17,Sexta,Feminino,40,Alfabetizado,Não Informada
AIS 19,2021,08/01/2021,17,Sexta,Feminino,62,Alfabetizado,Não Informada
AIS Não Identificada (Fortaleza),2021,08/01/2021,17,Sexta,Feminino,28,Ensino Fundamental Completo,Não Informada
AIS 14,2021,08/01/2021,17,Sexta,Feminino,18,Ensino Médio Completo,Parda
AIS 08,2021,08/01/2021,18,Sexta,Feminino,28,Ensino Médio Completo,Não Informada
AIS 10,2021,08/01/2021,19,Sexta,Feminino,47,Superior Completo,Parda
AIS 10,2021,08/01/2021,19,Sexta,Feminino,47,Superior Completo,Parda
AIS 19,2021,08/01/2021,20,Sexta,Feminino,24,Ensino Médio Completo,Não Informada
AIS 15,2021,08/01/2021,20,Sexta,Feminino,14,Alfabetizado,Não Informada
AIS 20,2021,08/01/2021,21,Sexta,Feminino,54,Superior Completo,Não Informada
AIS 19,2021,08/01/2021,21,Sexta,Feminino,16,Ensino Médio Incompleto,Não Informada
AIS 13,2021,08/01/2021,21,Sexta,Feminino,46,Superior Completo,Não Informada
AIS 06,2021,08/01/2021,21,Sexta,Feminino,45,Ensino Médio Completo,Não Informada
AIS 18,2021,08/01/2021,21,Sexta,Feminino,28,Ensino Fundamental Completo,Branca
AIS 17,2021,08/01/2021,22,Sexta,Feminino,23,Ensino Médio Completo,Não Informada
AIS 20,2021,08/01/2021,22,Sexta,Feminino,33,Alfabetizado,Não Informada
AIS 19,2021,08/01/2021,22,Sexta,Feminino,23,Alfabetizado,Não Informada
AIS 17,2021,08/01/2021,22,Sexta,Feminino,31,Superior Completo,Não Informada
AIS 03,2021,08/01/2021,23,Sexta,Feminino,33,Alfabetizado,Não Informada
AIS 17,2021,08/01/2021,23,Sexta,Feminino,36,Superior Completo,Amarela
AIS 19,2021,08/01/2021,23,Sexta,Feminino,28,Alfabetizado,Não Informada
AIS 18,2021,09/01/2021,0,Sábado,Feminino,19,Ensino Fundamental Incompleto,Branca
AIS 18,2021,09/01/2021,0,Sábado,Feminino,55,Alfabetizado,Parda
AIS Não Identificada (Fortaleza),2021,09/01/2021,0,Sábado,Feminino,35,Ensino Médio Completo,Branca
AIS 06,2021,09/01/2021,0,Sábado,Feminino,21,Não Alfabetizado,Não Informada
AIS 11,2021,09/01/2021,0,Sábado,Feminino,39,Ensino Médio Completo,Não Informada
AIS 02,2021,09/01/2021,0,Sábado,Feminino,22,Ensino Médio Completo,Não Informada
AIS 03,2021,09/01/2021,0,Sábado,Feminino,40,Ensino Médio Completo,Não Informada
AIS 19,2021,09/01/2021,1,Sábado,Feminino,32,Ensino Fundamental Incompleto,Não Informada
AIS 20,2021,09/01/2021,1,Sábado,Feminino,47,Ensino Fundamental Incompleto,Não Informada
AIS 14,2021,09/01/2021,1,Sábado,Feminino,31,Alfabetizado,Parda
AIS 17,2021,09/01/2021,2,Sábado,Feminino,64,Alfabetizado,Parda
AIS 05,2021,09/01/2021,5,Sábado,Feminino,40,Ensino Médio Completo,Não Informada
AIS 14,2021,09/01/2021,5,Sábado,Feminino,47,Ensino Médio Incompleto,Parda
AIS 10,2021,09/01/2021,6,Sábado,Feminino,36,Não Informada,Não Informada
AIS 11,2021,09/01/2021,6,Sábado,Feminino,41,Ensino Fundamental Incompleto,Parda
AIS 18,2021,09/01/2021,7,Sábado,Feminino,36,Ensino Fundamental Completo,Parda
AIS 08,2021,09/01/2021,8,Sábado,Feminino,43,Ensino Fundamental Completo,Não Informada
AIS 12,2021,09/01/2021,9,Sábado,Feminino,22,Ensino Médio Incompleto,Não Informada
AIS Não Identificada (Fortaleza),2021,09/01/2021,9,Sábado,Feminino,39,Ensino Médio Completo,Não Informada
AIS 16,2021,09/01/2021,9,Sábado,Feminino,22,Alfabetizado,Parda
AIS 14,2021,09/01/2021,9,Sábado,Feminino,37,Ensino Médio Completo,Não Informada
AIS 01,2021,09/01/2021,9,Sábado,Feminino,27,Ensino Médio Completo,Não Informada
AIS 02,2021,09/01/2021,9,Sábado,Feminino,43,Superior Completo,Não Informada
AIS 13,2021,09/01/2021,10,Sábado,Feminino,43,Superior Completo,Não Informada
AIS 11,2021,09/01/2021,10,Sábado,Feminino,32,Ensino Fundamental Incompleto,Parda
AIS 21,2021,09/01/2021,10,Sábado,Feminino,50,Ensino Fundamental Completo,Não Informada
AIS 06,2021,09/01/2021,11,Sábado,Feminino,41,Superior Incompleto,Não Informada
AIS 09,2021,09/01/2021,13,Sábado,Feminino,27,Superior Incompleto,Não Informada
AIS 22,2021,09/01/2021,13,Sábado,Feminino,25,Ensino Médio Completo,Não Informada
AIS 20,2021,09/01/2021,13,Sábado,Feminino,26,Ensino Médio Incompleto,Branca
AIS 07,2021,09/01/2021,14,Sábado,Feminino,32,Superior Incompleto,Não Informada
AIS 20,2021,09/01/2021,14,Sábado,Feminino,24,Superior Incompleto,Não Informada
AIS 16,2021,09/01/2021,14,Sábado,Feminino,14,Alfabetizado,Não Informada
AIS 16,2021,09/01/2021,14,Sábado,Feminino,19,Ensino Médio Completo,Parda
AIS 07,2021,09/01/2021,14,Sábado,Feminino,72,Ensino Médio Completo,Amarela
AIS 06,2021,09/01/2021,15,Sábado,Feminino,46,Ensino Médio Completo,Não Informada
AIS 19,2021,09/01/2021,15,Sábado,Feminino,47,Alfabetizado,Não Informada
AIS 12,2021,09/01/2021,15,Sábado,Feminino,41,Ensino Médio Completo,Parda
AIS 12,2021,09/01/2021,15,Sábado,Feminino,47,Ensino Médio Completo,Não Informada
AIS 12,2021,09/01/2021,15,Sábado,Feminino,32,Ensino Médio Completo,Não Informada
AIS 12,2021,09/01/2021,15,Sábado,Feminino,68,Alfabetizado,Não Informada
AIS 14,2021,09/01/2021,15,Sábado,Feminino,34,Alfabetizado,Não Informada
AIS 14,2021,09/01/2021,15,Sábado,Feminino,31,Alfabetizado,Parda
AIS Não Identificada (Fortaleza),2021,09/01/2021,16,Sábado,Feminino,36,Ensino Fundamental Completo,Não Informada
AIS 10,2021,09/01/2021,16,Sábado,Feminino,23,Superior Completo,Não Informada
AIS 20,2021,09/01/2021,16,Sábado,Feminino,28,Ensino Fundamental Completo,Não Informada
AIS 05,2021,09/01/2021,16,Sábado,Feminino,43,Ensino Médio Completo,Não Informada
AIS 12,2021,09/01/2021,17,Sábado,Feminino,60,Ensino Fundamental Completo,Não Informada
AIS 15,2021,09/01/2021,17,Sábado,Feminino,64,Não Alfabetizado,Branca
AIS 15,2021,09/01/2021,17,Sábado,Feminino,32,Alfabetizado,Parda
AIS 18,2021,09/01/2021,17,Sábado,Feminino,34,Ensino Médio Incompleto,Parda
AIS 19,2021,09/01/2021,17,Sábado,Feminino,48,Ensino Fundamental Incompleto,Não Informada
AIS 09,2021,09/01/2021,18,Sábado,Feminino,54,Não Informada,Não Informada
AIS 09,2021,09/01/2021,18,Sábado,Feminino,47,Ensino Médio Completo,Não Informada
AIS 19,2021,09/01/2021,18,Sábado,Feminino,32,Alfabetizado,Não Informada
AIS 05,2021,09/01/2021,19,Sábado,Feminino,49,Ensino Fundamental Incompleto,Não Informada
AIS 25,2021,09/01/2021,19,Sábado,Feminino,25,Ensino Médio Incompleto,Não Informada
AIS 15,2021,09/01/2021,20,Sábado,Feminino,40,Não Alfabetizado,Não Informada
AIS 17,2021,09/01/2021,20,Sábado,Feminino,20,Superior Incompleto,Não Informada
AIS 06,2021,09/01/2021,20,Sábado,Feminino,49,Ensino Médio Completo,Não Informada
AIS 25,2021,09/01/2021,21,Sábado,Feminino,37,Alfabetizado,Parda
AIS 25,2021,09/01/2021,21,Sábado,Feminino,13,Ensino Fundamental Incompleto,Parda
AIS 10,2021,09/01/2021,21,Sábado,Feminino,52,Alfabetizado,Não Informada
AIS 21,2021,09/01/2021,21,Sábado,Feminino,68,Ensino Fundamental Completo,Não Informada
AIS 14,2021,09/01/2021,21,Sábado,Feminino,31,Ensino Fundamental Incompleto,Preta
AIS 18,2021,09/01/2021,21,Sábado,Feminino,51,Não Informada,Não Informada
AIS 17,2021,09/01/2021,21,Sábado,Feminino,38,Alfabetizado,Não Informada
AIS 03,2021,09/01/2021,22,Sábado,Feminino,47,Não Informada,Parda
AIS 19,2021,09/01/2021,22,Sábado,Feminino,45,Ensino Fundamental Completo,Parda
AIS 10,2021,09/01/2021,23,Sábado,Feminino,30,Ensino Médio Completo,Parda
AIS 01,2021,09/01/2021,23,Sábado,Feminino,39,Não Informada,Não Informada
AIS 21,2021,09/01/2021,23,Sábado,Feminino,40,Alfabetizado,Branca
AIS 19,2021,10/01/2021,0,Domingo,Feminino,33,Ensino Fundamental Completo,Não Informada
AIS 02,2021,10/01/2021,0,Domingo,Feminino,27,Não Informada,Não Informada
AIS 19,2021,10/01/2021,1,Domingo,Feminino,27,Ensino Médio Completo,Não Informada
AIS 05,2021,10/01/2021,4,Domingo,Feminino,34,Ensino Fundamental Completo,Branca
AIS Não Identificada (Fortaleza),2021,10/01/2021,5,Domingo,Feminino,53,Ensino Fundamental Completo,Não Informada
AIS 08,2021,10/01/2021,7,Domingo,Feminino,36,Ensino Fundamental Incompleto,Não Informada
AIS 23,2021,10/01/2021,7,Domingo,Feminino,24,Superior Incompleto,Não Informada
AIS 06,2021,10/01/2021,8,Domingo,Feminino,36,Ensino Fundamental Incompleto,Não Informada
AIS 16,2021,10/01/2021,8,Domingo,Feminino,47,Alfabetizado,Não Informada
AIS 24,2021,10/01/2021,9,Domingo,Feminino,39,Alfabetizado,Não Informada
AIS 11,2021,10/01/2021,9,Domingo,Feminino,49,Ensino Fundamental Completo,Não Informada
AIS 20,2021,10/01/2021,9,Domingo,Feminino,37,Alfabetizado,Não Informada
AIS 18,2021,10/01/2021,9,Domingo,Feminino,42,Ensino Fundamental Incompleto,Não Informada
AIS 12,2021,10/01/2021,9,Domingo,Feminino,62,Ensino Fundamental Incompleto,Não Informada
AIS 12,2021,10/01/2021,9,Domingo,Feminino,57,Ensino Fundamental Incompleto,Não Informada
AIS 15,2021,10/01/2021,9,Domingo,Feminino,45,Superior Completo,Não Informada
AIS 04,2021,10/01/2021,9,Domingo,Feminino,51,Ensino Médio Completo,Não Informada
AIS 10,2021,10/01/2021,9,Domingo,Feminino,39,Superior Completo,Não Informada
AIS 21,2021,10/01/2021,10,Domingo,Feminino,68,Alfabetizado,Parda
AIS 14,2021,10/01/2021,10,Domingo,Feminino,22,Alfabetizado,Parda
AIS 20,2021,10/01/2021,10,Domingo,Feminino,28,Alfabetizado,Parda
AIS 05,2021,10/01/2021,11,Domingo,Feminino,58,Ensino Fundamental Incompleto,Não Informada
AIS 09,2021,10/01/2021,11,Domingo,Feminino,32,Superior Incompleto,Não Informada
